"ID","NAME","DATE","CHL","TP"
"643249","North Turtle Lake - Deep Hole",2009-08-17,3.935,10.5
"643146","Pokegama Lake - North-Middle Site",2009-08-17,5.29,11
"643598","Ross Allen Lake - Deep Hole",2009-08-17,2.41,12
"643638","White Sand Lake - North Of Center Sand Bar",2009-08-18,2.14,11
"643617","Rock Lake - North Basin",2009-08-19,7.48,23.6
"643125","Big Sand Lake - Deep Hole",2009-08-21,16,33
"643467","Birch Lake - Deep Hole",2009-08-22,6.14,23
"643569","Ike Walton Lake - Deep Hole",2009-08-22,3.47,14
"643251","Oxbow Lake - Deep Hole",2009-08-22,2.55,19
"643444","Annabelle Lake - Deep Hole",2009-08-23,3.63,17
"643478","Bills Lake - Deep Hole",2009-08-23,3.4,15
"643415","Clear Lake - Deep Hole (42 05e 12)",2009-08-23,7.47,24
"643488","Hiawatha Lake - Deep Hole",2009-08-23,2.44,20
"643421","Presque Isle - Site 2 - Center SW Deep",2009-08-23,1.93,11
"643105","Snipe Lake - Deep Hole",2009-08-23,4.34,14
"643047","Alma Lake - Deep Hole",2009-08-24,4.01,13
"643220","Amik Lake - Deep Hole",2009-08-24,2.16,22
"643126","Black Oak Lake - Deep Hole",2009-08-24,1.91,8
"643471","Crawling Stone Lake - Max Depth",2009-08-24,2.63,11
"643058","Deerskin Lake - Deep Hole",2009-08-24,5.75,16
"643196","High Lake - Deep Hole",2009-08-24,5.08,19
"643466","Imogene Lake - Deep Hole",2009-08-24,2.07,14
"643237","Little Crooked Lake - Deep Hole",2009-08-24,14.4,29
"643483","Lower Gresham Lake - Max Depth",2009-08-24,5.29,25.5
"643088","Moon Lake - Deep Hole",2009-08-24,2.55,13
"643245","Morton Lake - Deep Hole",2009-08-24,4.72,18
"643137","Muskellunge Lake - Deep Hole",2009-08-24,46,57
"643095","Plummer Lake - Deep Hole",2009-08-24,1.64,8
"643104","Smoky Lake - Deep Hole",2009-08-24,1.97,12
"643458","Stearns Lake - Deep Hole",2009-08-24,5.27,15
"643113","Towanda Lake - Deep Hole",2009-08-24,5.93,14
"643273","Wildcat Lake - Deep Hole",2009-08-24,8.855,26
"643066","Gunlock Lake - Deep Hole -Site 1 - N End",2009-08-25,6.03,32
"643206","Lac Vieux Desert - Max Depth",2009-08-25,3.19,31.5
"643401","Anvil Lake - Deep Hole",2009-08-26,14.9,19
"643372","Diamond Lake - Deep Hole",2009-08-26,1.01,6
"643451","Kentuck Lake - Site 2-East End-Deep Hole",2009-08-26,7.23,20
"643084","McDonald Lake - Deep Hole",2009-08-26,2.635,10.5
"643252","Papoose Lake - Deep Hole",2009-08-26,1.47,8
"643257","South Turtle Lake - Deep Hole",2009-08-26,7.62,29
"643446","Bobidosh Lake - Deep Hole",2009-08-27,2.13,7
"643077","Little Spider Lake - Deep Hole",2009-08-27,6.16,9
"643197","Horsehead Lake - Deep Hole",2009-08-29,27.9,39
"643512","Harris Lake - Center- Main Body Of Lake",2009-08-30,3.09,14
"643223","Armour Lake - Deep Hole",2009-08-31,1.93,9
"643407","Crab Lake - Deep Hole",2009-08-31,2.62,12
"643059","Duck Lake - Deep Hole",2009-08-31,24.3,31
"643482","Found Lake - SW Site",2009-08-31,9.67,18
"643597","Little Bateau Lake - Deep Hole",2009-08-31,17.6,26
"643078","Little Star Lake - Deep Hole",2009-08-31,1.23,9
"643411","Van Vliet Lake - Deep Hole",2009-08-31,5.45,22
"643515","Shishebogama Lake - Deep Hole",2009-09-01,4.98,14
"643170","Little St Germain Lake - Northeast Bay Near St Germain WI",2009-09-03,53.7,58
"643172","Little St Germain Lake - South Bay Near St Germain WI",2009-09-03,27.8,37
"643557","Little St Germain Lake - Upper East Bay Near St Germain WI",2009-09-03,81.9,56
"643171","Little St Germain Lake - West Bay At St Germain WI",2009-09-03,6.17,7
"643268","Upper Gresham Lake - Deep Hole",2009-09-03,7.9,15
"643080","Long Lake - Deep Hole",2009-09-06,1.38,5
"643089","Myrtle Lake - Deep Hole",2009-09-10,7.175,21.5
"643451","Kentuck Lake - Site 2-East End-Deep Hole",2009-09-22,8.56,43
"643287","Middle Gresham Lake - Deep Hole",2009-09-24,19,24
"643206","Lac Vieux Desert - Max Depth",2009-10-15,3.5,22
"643066","Gunlock Lake - Deep Hole -Site 1 - N End",2009-11-04,5.49,25
"643515","Shishebogama Lake - Deep Hole",2009-11-04,6.88,20
"643074","Little Arbor Vitae Lake - Deep Hole",2010-04-20,8.71,34
"643165","Big Portage Lake - Deep Hole",2010-04-21,6.74,12
"643467","Birch Lake - Deep Hole",2010-05-28,1.37,12
"643146","Pokegama Lake - North-Middle Site",2010-06-01,1.16,17
"643466","Imogene Lake - Deep Hole",2010-06-07,2.12,11
"643084","McDonald Lake - Deep Hole",2010-06-07,2.16,11
"643146","Pokegama Lake - North-Middle Site",2010-06-13,2.62,12
"643095","Plummer Lake - Deep Hole",2010-06-14,1.79,17
"643482","Found Lake - SW Site",2010-06-19,2.41,18
"643251","Oxbow Lake - Deep Hole",2010-06-19,2.56,14
"643192","Beaver Lake - Deep Hole",2010-06-20,3.64,17
"643055","Carpenter Lake - Deep Hole",2010-06-20,5.65,16
"643459","Circle Lily Lake - Deep Hole",2010-06-20,23.7,22
"643080","Long Lake - Deep Hole",2010-06-20,1.53,10
"643421","Presque Isle - Site 2 - Center SW Deep",2010-06-20,1.29,14
"643598","Ross Allen Lake - Deep Hole",2010-06-20,1.58,16
"643047","Alma Lake - Deep Hole",2010-06-21,4.09,12
"643444","Annabelle Lake - Deep Hole",2010-06-21,2.29,10
"643125","Big Sand Lake - Deep Hole",2010-06-21,1.89,11
"643196","High Lake - Deep Hole",2010-06-21,1.79,14
"643206","Lac Vieux Desert - Max Depth",2010-06-21,2.78,18.5
"643597","Little Bateau Lake - Deep Hole",2010-06-21,3.14,25
"643080","Long Lake - Deep Hole",2010-06-21,1.42,9
"643082","Lower Buckatabon Lake - Deep Hole",2010-06-21,2.25,18
"643088","Moon Lake - Deep Hole",2010-06-21,1.76,13
"643137","Muskellunge Lake - Deep Hole",2010-06-21,26.3,32
"643140","North Twin Lake - Max Depth",2010-06-21,3.63,10
"643106","South Twin Lake - Deep Hole",2010-06-21,2.74,11
"643114","Upper Buckatabon Lake - Deep Hole",2010-06-21,2.51,11
"643051","Big St Germain Lake - Deep Hole",2010-06-22,6.84,20
"643478","Bills Lake - Deep Hole",2010-06-22,1.9,9
"643063","Fawn Lake - Deep Hole",2010-06-22,5.13,24
"643065","Found Lake - Deep Hole-East",2010-06-22,4.08,15
"643488","Hiawatha Lake - Deep Hole",2010-06-22,4.72,25
"643453","Lake Content - Deep Hole",2010-06-22,12.7,40
"643170","Little St Germain Lake - Northeast Bay Near St Germain WI",2010-06-22,10.6,34
"643172","Little St Germain Lake - South Bay Near St Germain WI",2010-06-22,6.36,25
"643557","Little St Germain Lake - Upper East Bay Near St Germain WI",2010-06-22,15,37
"643171","Little St Germain Lake - West Bay At St Germain WI",2010-06-22,6.55,18
"643081","Lost Lake - Deep Hole",2010-06-22,12.1,20
"643105","Snipe Lake - Deep Hole",2010-06-22,2.55,11
"643113","Towanda Lake - Deep Hole",2010-06-22,5.03,17
"643638","White Sand Lake - North Of Center Sand Bar",2010-06-22,2.41,9
"643273","Wildcat Lake - Deep Hole",2010-06-22,4.33,21
"643042","Anderson Lake - Deep Hole",2010-06-23,0.64,7
"643058","Deerskin Lake - Deep Hole",2010-06-23,3.63,15
"643483","Lower Gresham Lake - Max Depth",2010-06-23,12.7,23
"443409","Lower Ninemile Lake - Max Depth",2010-06-23,6.08,29
"643245","Morton Lake - Deep Hole",2010-06-23,3.47,19
"643164","Plum Lake - Site 1-Deep Hole",2010-06-23,2.24,10
"643515","Shishebogama Lake - Deep Hole",2010-06-23,2.82,13
"643051","Big St Germain Lake - Deep Hole",2010-06-24,6.71,17
"643195","Carlin Lake - Deep Hole",2010-06-24,1.46,6
"643074","Little Arbor Vitae Lake - Deep Hole",2010-06-24,21.3,30
"643172","Little St Germain Lake - South Bay Near St Germain WI",2010-06-24,7.83,22
"643171","Little St Germain Lake - West Bay At St Germain WI",2010-06-24,6.46,14
"643220","Amik Lake - Deep Hole",2010-06-25,5.66,27
"643467","Birch Lake - Deep Hole",2010-06-26,3.7,15
"643512","Harris Lake - Center- Main Body Of Lake",2010-06-26,2.94,11
"643401","Anvil Lake - Deep Hole",2010-06-27,6.99,16
"643125","Big Sand Lake - Deep Hole",2010-06-28,2.57,17
"643047","Alma Lake - Deep Hole",2010-06-29,5.49,13
"643446","Bobidosh Lake - Deep Hole",2010-06-29,3.57,12
"643372","Diamond Lake - Deep Hole",2010-06-29,2.04,7
"643059","Duck Lake - Deep Hole",2010-06-29,5.9,17
"643088","Moon Lake - Deep Hole",2010-06-29,2.66,7
"643089","Myrtle Lake - Deep Hole",2010-06-29,5.51,28
"643252","Papoose Lake - Deep Hole",2010-06-29,2.62,9
"643257","South Turtle Lake - Deep Hole",2010-06-29,5.82,23
"643458","Stearns Lake - Deep Hole",2010-06-29,4.49,14
"643268","Upper Gresham Lake - Deep Hole",2010-06-29,5.8,15
"643165","Big Portage Lake - Deep Hole",2010-06-30,2.23,11
"643407","Crab Lake - Deep Hole",2010-06-30,1.77,8
"643569","Ike Walton Lake - Deep Hole",2010-06-30,3.63,7
"643237","Little Crooked Lake - Deep Hole",2010-06-30,2.83,21
"643077","Little Spider Lake - Deep Hole",2010-06-30,3.37,13
"643411","Van Vliet Lake - Deep Hole",2010-06-30,2.09,24
"643197","Horsehead Lake - Deep Hole",2010-07-03,3.9,20
"643466","Imogene Lake - Deep Hole",2010-07-06,3.07,10
"643451","Kentuck Lake - Site 2-East End-Deep Hole",2010-07-07,7.82,16
"643125","Big Sand Lake - Deep Hole",2010-07-12,2.6,16
"643058","Deerskin Lake - Deep Hole",2010-07-12,4,16
"643206","Lac Vieux Desert - Max Depth",2010-07-12,2.5,18
"643080","Long Lake - Deep Hole",2010-07-12,0.81,9
"643082","Lower Buckatabon Lake - Deep Hole",2010-07-12,5.3,17
"643140","North Twin Lake - Max Depth",2010-07-12,3.32,11
"643106","South Twin Lake - Deep Hole",2010-07-12,2.37,13
"643114","Upper Buckatabon Lake - Deep Hole",2010-07-12,3.26,11
"643074","Little Arbor Vitae Lake - Deep Hole",2010-07-13,19.8,33
"443409","Lower Ninemile Lake - Max Depth",2010-07-13,3.88,27
"643084","McDonald Lake - Deep Hole",2010-07-13,1.36,11
"643051","Big St Germain Lake - Deep Hole",2010-07-14,5.73,19
"643172","Little St Germain Lake - South Bay Near St Germain WI",2010-07-14,12.1,21
"643171","Little St Germain Lake - West Bay At St Germain WI",2010-07-14,7.04,15
"643451","Kentuck Lake - Site 2-East End-Deep Hole",2010-07-15,5.47,24
"643137","Muskellunge Lake - Deep Hole",2010-07-16,18.4,34
"643251","Oxbow Lake - Deep Hole",2010-07-17,4.91,17
"643080","Long Lake - Deep Hole",2010-07-18,2.01,8
"643252","Papoose Lake - Deep Hole",2010-07-18,1.94,10
"643598","Ross Allen Lake - Deep Hole",2010-07-18,5.9,14
"643126","Black Oak Lake - Deep Hole",2010-07-19,1.27,7
"643055","Carpenter Lake - Deep Hole",2010-07-19,5.16,14
"643482","Found Lake - SW Site",2010-07-19,4.51,18
"643196","High Lake - Deep Hole",2010-07-19,3.13,16
"643095","Plummer Lake - Deep Hole",2010-07-20,2.35,8
"643104","Smoky Lake - Deep Hole",2010-07-20,1.49,8
"643467","Birch Lake - Deep Hole",2010-07-21,5.32,11
"643195","Carlin Lake - Deep Hole",2010-07-21,1.39,5
"643164","Plum Lake - Site 1-Deep Hole",2010-07-21,2.04,11
"643105","Snipe Lake - Deep Hole",2010-07-21,4.53,15
"643638","White Sand Lake - North Of Center Sand Bar",2010-07-21,2.57,8
"643125","Big Sand Lake - Deep Hole",2010-07-22,2.55,18
"643170","Little St Germain Lake - Northeast Bay Near St Germain WI",2010-07-24,78.8,76
"643172","Little St Germain Lake - South Bay Near St Germain WI",2010-07-24,22.7,31
"643557","Little St Germain Lake - Upper East Bay Near St Germain WI",2010-07-24,59.2,63
"643171","Little St Germain Lake - West Bay At St Germain WI",2010-07-24,10.9,13
"643042","Anderson Lake - Deep Hole",2010-07-25,0.57,5
"643401","Anvil Lake - Deep Hole",2010-07-25,10,13
"643478","Bills Lake - Deep Hole",2010-07-25,5.55,14
"643459","Circle Lily Lake - Deep Hole",2010-07-25,4.13,24
"643512","Harris Lake - Center- Main Body Of Lake",2010-07-25,3.04,12
"643245","Morton Lake - Deep Hole",2010-07-25,4.21,12
"643421","Presque Isle - Site 2 - Center SW Deep",2010-07-25,1.22,7
"643411","Van Vliet Lake - Deep Hole",2010-07-25,4.3,15
"643273","Wildcat Lake - Deep Hole",2010-07-25,5.49,21
"643407","Crab Lake - Deep Hole",2010-07-26,1.77,6
"643041","Dead Pike Lake - Deep Hole",2010-07-26,4.06,13
"643620","Dead Pike Lake - South Bay",2010-07-26,3.24,11
"643488","Hiawatha Lake - Deep Hole",2010-07-26,4.26,13
"643597","Little Bateau Lake - Deep Hole",2010-07-26,4.89,15
"643237","Little Crooked Lake - Deep Hole",2010-07-26,11.2,20
"643515","Shishebogama Lake - Deep Hole",2010-07-26,4.67,12
"643113","Towanda Lake - Deep Hole",2010-07-26,5.92,11
"643165","Big Portage Lake - Deep Hole",2010-07-27,1.92,9
"643287","Middle Gresham Lake - Deep Hole",2010-07-27,16.8,28
"643458","Stearns Lake - Deep Hole",2010-07-27,4.01,15
"643220","Amik Lake - Deep Hole",2010-07-28,3.54,41
"643239","Little Crawling Stone Lake - Deep Hole",2010-07-28,2.14,8
"643483","Lower Gresham Lake - Max Depth",2010-07-28,11.6,25
"643257","South Turtle Lake - Deep Hole",2010-07-28,7.25,20
"643047","Alma Lake - Deep Hole",2010-07-29,4.51,14
"643051","Big St Germain Lake - Deep Hole",2010-07-29,12.2,21
"643063","Fawn Lake - Deep Hole",2010-07-29,12.2,24
"643065","Found Lake - Deep Hole-East",2010-07-29,3.81,17
"643453","Lake Content - Deep Hole",2010-07-29,7.1,26
"643081","Lost Lake - Deep Hole",2010-07-29,30.3,37
"643088","Moon Lake - Deep Hole",2010-07-29,1.885,8
"643268","Upper Gresham Lake - Deep Hole",2010-07-29,6.57,19
"643197","Horsehead Lake - Deep Hole",2010-07-30,7.13,18
"643192","Beaver Lake - Deep Hole",2010-07-31,4.87,23
"643451","Kentuck Lake - Site 2-East End-Deep Hole",2010-08-02,10.4,18
"643569","Ike Walton Lake - Deep Hole",2010-08-03,5.87,10
"643075","Little Portage Lake - Deep Hole",2010-08-04,2.76,21
"643089","Myrtle Lake - Deep Hole",2010-08-04,5.66,21
"643172","Little St Germain Lake - South Bay Near St Germain WI",2010-08-05,30.5,41
"643171","Little St Germain Lake - West Bay At St Germain WI",2010-08-05,13.6,18
"643444","Annabelle Lake - Deep Hole",2010-08-08,5.58,15
"643125","Big Sand Lake - Deep Hole",2010-08-09,14.5,21
"643449","Forest Lake - Deep Hole",2010-08-09,3.66,17
"643466","Imogene Lake - Deep Hole",2010-08-09,2.41,9
"643206","Lac Vieux Desert - Max Depth",2010-08-09,11.2,28
"643080","Long Lake - Deep Hole",2010-08-09,4.67,13
"643082","Lower Buckatabon Lake - Deep Hole",2010-08-09,14.7,28
"643140","North Twin Lake - Max Depth",2010-08-09,3.575,17.5
"643106","South Twin Lake - Deep Hole",2010-08-09,2.51,14
"643114","Upper Buckatabon Lake - Deep Hole",2010-08-09,8.76,21
"643051","Big St Germain Lake - Deep Hole",2010-08-10,20,27
"643058","Deerskin Lake - Deep Hole",2010-08-11,5.185,18
"443409","Lower Ninemile Lake - Max Depth",2010-08-11,2.4,26
"643126","Black Oak Lake - Deep Hole",2010-08-15,1.49,7
"643451","Kentuck Lake - Site 2-East End-Deep Hole",2010-08-16,16.05,27.5
"643478","Bills Lake - Deep Hole",2010-08-17,2.83,10
"643467","Birch Lake - Deep Hole",2010-08-17,5.73,17
"643055","Carpenter Lake - Deep Hole",2010-08-17,3.54,15
"643407","Crab Lake - Deep Hole",2010-08-17,3.63,9
"643051","Big St Germain Lake - Deep Hole",2010-08-18,27.1,38
"643063","Fawn Lake - Deep Hole",2010-08-18,15.5,41
"643453","Lake Content - Deep Hole",2010-08-18,11,28
"643074","Little Arbor Vitae Lake - Deep Hole",2010-08-18,43.3,64
"643638","White Sand Lake - North Of Center Sand Bar",2010-08-18,2.42,12
"643146","Pokegama Lake - North-Middle Site",2010-08-19,4.21,15
"643273","Wildcat Lake - Deep Hole",2010-08-19,9.535,32.5
"643170","Little St Germain Lake - Northeast Bay Near St Germain WI",2010-08-21,103,103
"643172","Little St Germain Lake - South Bay Near St Germain WI",2010-08-21,58.4,54
"643557","Little St Germain Lake - Upper East Bay Near St Germain WI",2010-08-21,100,91
"643171","Little St Germain Lake - West Bay At St Germain WI",2010-08-21,16.1,23
"643444","Annabelle Lake - Deep Hole",2010-08-22,5.97,20
"643121","Bass Lake - Deep Hole",2010-08-22,6.14,15
"643459","Circle Lily Lake - Deep Hole",2010-08-22,3.63,32
"643251","Oxbow Lake - Deep Hole",2010-08-22,2.11,16
"643252","Papoose Lake - Deep Hole",2010-08-22,2.4,10
"643421","Presque Isle - Site 2 - Center SW Deep",2010-08-22,2.03,12
"643042","Anderson Lake - Deep Hole",2010-08-23,1.33,9
"643401","Anvil Lake - Deep Hole",2010-08-23,10.4,14
"643165","Big Portage Lake - Deep Hole",2010-08-23,3.56,12
"643446","Bobidosh Lake - Deep Hole",2010-08-23,3.67,8
"643372","Diamond Lake - Deep Hole",2010-08-23,2.13,8
"643482","Found Lake - SW Site",2010-08-23,8.91,22
"643196","High Lake - Deep Hole",2010-08-23,4.56,18
"643239","Little Crawling Stone Lake - Deep Hole",2010-08-23,2.34,10
"643077","Little Spider Lake - Deep Hole",2010-08-23,10.9,17
"643113","Towanda Lake - Deep Hole",2010-08-23,6.48,12
"643047","Alma Lake - Deep Hole",2010-08-24,4.12,13
"643065","Found Lake - Deep Hole-East",2010-08-24,7.87,21
"643081","Lost Lake - Deep Hole",2010-08-24,29,37
"643088","Moon Lake - Deep Hole",2010-08-24,1.69,9
"643047","Alma Lake - Deep Hole",2010-08-25,5.96,12
"643471","Crawling Stone Lake - Max Depth",2010-08-25,3.27,12
"643084","McDonald Lake - Deep Hole",2010-08-25,5.94,13
"643411","Van Vliet Lake - Deep Hole",2010-08-25,7.95,19
"643125","Big Sand Lake - Deep Hole",2010-08-26,7.1,25
"643195","Carlin Lake - Deep Hole",2010-08-26,1.32,7
"643088","Moon Lake - Deep Hole",2010-08-26,2.35,10
"643137","Muskellunge Lake - Deep Hole",2010-08-26,32.4,47
"643164","Plum Lake - Site 1-Deep Hole",2010-08-26,3.09,14
"643105","Snipe Lake - Deep Hole",2010-08-26,4.69,21
"643257","South Turtle Lake - Deep Hole",2010-08-26,9,27
"643512","Harris Lake - Center- Main Body Of Lake",2010-08-29,1.27,16
"643041","Dead Pike Lake - Deep Hole",2010-08-30,3.56,19
"643620","Dead Pike Lake - South Bay",2010-08-30,2.99,17
"643058","Deerskin Lake - Deep Hole",2010-08-30,5.59,18
"643237","Little Crooked Lake - Deep Hole",2010-08-30,23.8,30
"643483","Lower Gresham Lake - Max Depth",2010-08-30,5.21,24
"643095","Plummer Lake - Deep Hole",2010-08-30,1.45,8
"643458","Stearns Lake - Deep Hole",2010-08-30,4.07,16
"643268","Upper Gresham Lake - Deep Hole",2010-08-30,8.58,27
"643223","Armour Lake - Deep Hole",2010-08-31,2.82,14
"643488","Hiawatha Lake - Deep Hole",2010-08-31,5.41,28
"643598","Ross Allen Lake - Deep Hole",2010-08-31,23.05,29.5
"643569","Ike Walton Lake - Deep Hole",2010-09-01,2.83,11
"643515","Shishebogama Lake - Deep Hole",2010-09-02,4.65,29
"643220","Amik Lake - Deep Hole",2010-09-04,45.9,58
"643197","Horsehead Lake - Deep Hole",2010-09-05,13.7,25
"643080","Long Lake - Deep Hole",2010-09-05,5.89,14
"643245","Morton Lake - Deep Hole",2010-09-06,7.97,29
"643089","Myrtle Lake - Deep Hole",2010-09-09,6.07,20
"643451","Kentuck Lake - Site 2-East End-Deep Hole",2010-09-12,17.05,46.5
"643597","Little Bateau Lake - Deep Hole",2010-09-14,12.2,20
"643165","Big Portage Lake - Deep Hole",2010-10-06,4.29,11
"643074","Little Arbor Vitae Lake - Deep Hole",2010-10-07,11.1,42
"643051","Big St Germain Lake - Deep Hole",2010-10-12,27.5,46
"643172","Little St Germain Lake - South Bay Near St Germain WI",2010-10-12,26.4,56
"643058","Deerskin Lake - Deep Hole",2010-10-13,5.85,17
"643082","Lower Buckatabon Lake - Deep Hole",2010-10-13,12.25,31
"443409","Lower Ninemile Lake - Max Depth",2010-10-13,5.09,20
"643114","Upper Buckatabon Lake - Deep Hole",2010-10-13,30.3,37
"643125","Big Sand Lake - Deep Hole",2010-11-01,12.7,26
"643206","Lac Vieux Desert - Max Depth",2010-11-01,17.3,31
"643080","Long Lake - Deep Hole",2010-11-01,2.59,18
"643140","North Twin Lake - Max Depth",2010-11-01,8.41,29
"643106","South Twin Lake - Deep Hole",2010-11-01,6.6,23
"643171","Little St Germain Lake - West Bay At St Germain WI",2010-11-02,9.63,30
"643050","Big Arbor Vitae Lake - Deep Hole",2011-05-02,11.6,38
"443409","Lower Ninemile Lake - Max Depth",2011-05-02,10.5,27
"643050","Big Arbor Vitae Lake - Deep Hole",2011-06-01,4.51,22
"643467","Birch Lake - Deep Hole",2011-06-02,4.01,20
"643125","Big Sand Lake - Deep Hole",2011-06-07,4.44,16
"643206","Lac Vieux Desert - Max Depth",2011-06-07,1.97,34
"643080","Long Lake - Deep Hole",2011-06-07,11.5,11
"643082","Lower Buckatabon Lake - Deep Hole",2011-06-07,2.01,22
"443409","Lower Ninemile Lake - Max Depth",2011-06-07,3.04,22
"643140","North Twin Lake - Max Depth",2011-06-07,1.56,16
"643106","South Twin Lake - Deep Hole",2011-06-07,2.25,13
"643114","Upper Buckatabon Lake - Deep Hole",2011-06-07,3.455,17.5
"643058","Deerskin Lake - Deep Hole",2011-06-08,5.83,16
"443409","Lower Ninemile Lake - Max Depth",2011-06-08,10.4,40
"643051","Big St Germain Lake - Deep Hole",2011-06-09,1.74,19
"643172","Little St Germain Lake - South Bay Near St Germain WI",2011-06-09,7.87,30
"643171","Little St Germain Lake - West Bay At St Germain WI",2011-06-09,13.9,22
"643458","Stearns Lake - Deep Hole",2011-06-13,4.25,20
"643126","Black Oak Lake - Deep Hole",2011-06-14,0.89,8
"643145","Pickerel Lake - Deep Hole",2011-06-14,6.93,27
"643421","Presque Isle - Site 2 - Center SW Deep",2011-06-14,1.92,12
"10005987","Big St. Germain Lake",2011-06-17,1.6,12
"643424","Trout Lake - Max Depth",2011-06-17,1.6,7
"643459","Circle Lily Lake - Deep Hole",2011-06-18,2.6,22
"643444","Annabelle Lake - Deep Hole",2011-06-20,4.7,22
"643195","Carlin Lake - Deep Hole",2011-06-20,1.93,5
"643055","Carpenter Lake - Deep Hole",2011-06-20,8.34,22
"643196","High Lake - Deep Hole",2011-06-20,2.82,16
"643084","McDonald Lake - Deep Hole",2011-06-20,3.68,13
"643252","Papoose Lake - Deep Hole",2011-06-20,1.35,7
"643273","Wildcat Lake - Deep Hole",2011-06-20,10,49
"643467","Birch Lake - Deep Hole",2011-06-22,9.08,15
"643075","Little Portage Lake - Deep Hole",2011-06-22,20.6,26
"643164","Plum Lake - Site 1-Deep Hole",2011-06-22,4.99,12
"643268","Upper Gresham Lake - Deep Hole",2011-06-22,4.56,14
"643598","Ross Allen Lake - Deep Hole",2011-06-23,3.45,16
"643569","Ike Walton Lake - Deep Hole",2011-06-24,4.57,16
"643170","Little St Germain Lake - Northeast Bay Near St Germain WI",2011-06-24,9.23,38
"643557","Little St Germain Lake - Upper East Bay Near St Germain WI",2011-06-24,14.6,44
"643471","Crawling Stone Lake - Max Depth",2011-06-25,1.13,17
"643512","Harris Lake - Center- Main Body Of Lake",2011-06-25,1.62,14
"643197","Horsehead Lake - Deep Hole",2011-06-25,8.76,21
"643451","Kentuck Lake - Site 2-East End-Deep Hole",2011-06-25,26.4,50
"643080","Long Lake - Deep Hole",2011-06-25,4.02,11
"643251","Oxbow Lake - Deep Hole",2011-06-25,3.5,17
"643105","Snipe Lake - Deep Hole",2011-06-25,17.6,21
"643042","Anderson Lake - Deep Hole",2011-06-26,1.62,10
"643223","Armour Lake - Deep Hole",2011-06-26,3.19,13
"643482","Found Lake - SW Site",2011-06-26,9.32,20
"643066","Gunlock Lake - Deep Hole -Site 1 - N End",2011-06-26,7.83,20
"643104","Smoky Lake - Deep Hole",2011-06-26,1.52,7
"643638","White Sand Lake - North Of Center Sand Bar",2011-06-26,3.61,11
"643478","Bills Lake - Deep Hole",2011-06-27,2.61,14
"643041","Dead Pike Lake - Deep Hole",2011-06-27,5.01,18
"643620","Dead Pike Lake - South Bay",2011-06-27,5.27,22
"643466","Imogene Lake - Deep Hole",2011-06-27,6.26,18
"643137","Muskellunge Lake - Deep Hole",2011-06-27,21.7,52
"643095","Plummer Lake - Deep Hole",2011-06-27,1.79,13
"643113","Towanda Lake - Deep Hole",2011-06-27,9.14,15
"643401","Anvil Lake - Deep Hole",2011-06-28,4.93,12
"643165","Big Portage Lake - Deep Hole",2011-06-28,2.92,10
"643483","Lower Gresham Lake - Max Depth",2011-06-28,4.06,23
"643047","Alma Lake - Deep Hole",2011-06-29,3.13,13
"643125","Big Sand Lake - Deep Hole",2011-06-29,4.19,20
"643415","Clear Lake - Deep Hole (42 05e 12)",2011-06-29,2.29,18
"643372","Diamond Lake - Deep Hole",2011-06-29,1.32,9
"643088","Moon Lake - Deep Hole",2011-06-29,2.2,13
"643245","Morton Lake - Deep Hole",2011-06-29,12.2,30
"643146","Pokegama Lake - North-Middle Site",2011-06-29,2.25,14
"643411","Van Vliet Lake - Deep Hole",2011-06-29,6.47,28
"643488","Hiawatha Lake - Deep Hole",2011-06-30,1.89,21
"643077","Little Spider Lake - Deep Hole",2011-06-30,2.64,24
"643172","Little St Germain Lake - South Bay Near St Germain WI",2011-07-01,10.5,27
"643171","Little St Germain Lake - West Bay At St Germain WI",2011-07-01,6.19,22
"643597","Little Bateau Lake - Deep Hole",2011-07-04,2.67,18
"643058","Deerskin Lake - Deep Hole",2011-07-05,3.25,19
"643239","Little Crawling Stone Lake - Deep Hole",2011-07-05,2.58,14
"643089","Myrtle Lake - Deep Hole",2011-07-05,3.67,29
"643407","Crab Lake - Deep Hole",2011-07-06,2.36,11
"643172","Little St Germain Lake - South Bay Near St Germain WI",2011-07-11,9.38,26
"643171","Little St Germain Lake - West Bay At St Germain WI",2011-07-11,5.52,16
"643125","Big Sand Lake - Deep Hole",2011-07-12,9.96,18
"643058","Deerskin Lake - Deep Hole",2011-07-12,4.21,15
"643206","Lac Vieux Desert - Max Depth",2011-07-12,5.58,22
"643080","Long Lake - Deep Hole",2011-07-12,2.55,10
"643082","Lower Buckatabon Lake - Deep Hole",2011-07-12,3.29,20
"643140","North Twin Lake - Max Depth",2011-07-12,4.1,14
"643106","South Twin Lake - Deep Hole",2011-07-12,3.86,17
"643114","Upper Buckatabon Lake - Deep Hole",2011-07-12,2.705,15.5
"443409","Lower Ninemile Lake - Max Depth",2011-07-13,3.82,28
"643126","Black Oak Lake - Deep Hole",2011-07-14,1.455,9.5
"643075","Little Portage Lake - Deep Hole",2011-07-14,3.84,20
"643467","Birch Lake - Deep Hole",2011-07-18,11,24
"643055","Carpenter Lake - Deep Hole",2011-07-18,4.16,16
"643196","High Lake - Deep Hole",2011-07-18,3.71,15
"643125","Big Sand Lake - Deep Hole",2011-07-19,6.83,18
"643478","Bills Lake - Deep Hole",2011-07-19,4.23,12
